encounter_datetime,park_area_id,city_agency,encounter_type,simplified_encounter_type,sd_patronscomplied,sd_patronsnocomply,sd_amenity,closed_amenity,closed_patroncount,closed_approach,closed_outcome,park_borough
06/06/2020 02:15:00 PM,Q162I,DEP,Social distancing (groups of 3 or more),Social Distancing,5,0,Walking path,,,,,Queens
06/07/2020 02:19:00 PM,Q004,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 02:17:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 02:16:00 PM,M010,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
06/07/2020 02:16:00 PM,Q448-01,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 02:11:00 PM,B073-20,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Adult fitness equipment,2,true,true,Brooklyn
06/07/2020 02:08:00 PM,Q099,DEP,Social distancing (groups of 3 or more),Social Distancing,0,0,Open field/multi-purpose play area,,,,,Queens
06/07/2020 02:00:00 PM,Q099-16,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,15,true,false,Queens
06/07/2020 02:00:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/07/2020 02:00:00 PM,Q021,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 02:05:00 PM,M010-164,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
06/07/2020 01:27:00 PM,Q099,DEP,Social distancing (groups of 3 or more),Social Distancing,0,25,Baseball field,,,,,Queens
06/07/2020 01:45:00 PM,M099,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Handball court,2,true,false,Manhattan
06/07/2020 02:05:00 PM,Q001-99,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 02:00:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 01:30:00 PM,Q015,DEP,Social distancing (groups of 3 or more),Social Distancing,4,2,Walking path,,,,,Queens
06/07/2020 12:25:00 PM,Q015,DEP,Social distancing (groups of 3 or more),Social Distancing,4,2,Walking path,,,,,Queens
06/07/2020 01:55:00 PM,M010,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
06/07/2020 01:55:00 PM,X150L,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/07/2020 02:52:00 PM,Q001,DEP,Social distancing (groups of 3 or more),Social Distancing,1,1,Open field/multi-purpose play area,,,,,Queens
06/07/2020 01:50:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 01:50:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 01:51:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 01:30:00 PM,Q448,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 01:48:00 PM,Q004,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 01:44:00 AM,X092,DEP,Social distancing (groups of 3 or more),Social Distancing,7,0,Track/field area,,,,,Bronx
06/07/2020 01:44:00 PM,Q021,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/06/2020 01:45:00 PM,Q162I,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 01:45:00 PM,Q001,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 01:45:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/07/2020 01:45:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 01:40:00 PM,B073,DEP,Social distancing (groups of 3 or more),Social Distancing,5,0,Open field/multi-purpose play area,,,,,Brooklyn
06/07/2020 01:00:00 PM,R031,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
06/06/2020 05:25:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/07/2020 01:41:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 01:41:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 01:40:00 PM,Q015,DEP,Social distancing (groups of 3 or more),Social Distancing,5,0,Bench/sitting area,,,,,Queens
06/07/2020 01:40:00 PM,Q015,DEP,Social distancing (groups of 3 or more),Social Distancing,5,0,Bench/sitting area,,,,,Queens
06/07/2020 01:38:00 PM,Q015,DEP,Social distancing (groups of 3 or more),Social Distancing,5,17,Open field/multi-purpose play area,,,,,Queens
06/07/2020 12:25:00 PM,Q015,DEP,Social distancing (groups of 3 or more),Social Distancing,4,2,Walking path,,,,,Queens
06/07/2020 01:30:00 PM,Q458,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 01:35:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/07/2020 01:30:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/07/2020 01:34:00 PM,B018,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/07/2020 01:30:00 PM,B018,DEP,Social distancing (groups of 3 or more),Social Distancing,4,0,Open field/multi-purpose play area,,,,,Brooklyn
06/07/2020 01:32:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:45:00 PM,Q001,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 01:00:00 PM,B058,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/07/2020 01:30:00 PM,Q458,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 01:27:00 PM,Q099,DEP,Social distancing (groups of 3 or more),Social Distancing,0,25,Baseball field,,,,,Queens
06/07/2020 01:27:00 PM,B074,DEP,Social distancing (groups of 3 or more),Social Distancing,12,12,Open field/multi-purpose play area,,,,,Brooklyn
06/07/2020 12:34:00 PM,B073,DEP,Social distancing (groups of 3 or more),Social Distancing,22,22,Open field/multi-purpose play area,,,,,Brooklyn
06/07/2020 01:15:00 PM,Q024,DEP,Social distancing (groups of 3 or more),Social Distancing,6,0,Walking path,,,,,Queens
06/07/2020 01:00:00 PM,X092-09,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/07/2020 01:20:00 PM,B073,DEP,Social distancing (groups of 3 or more),Social Distancing,7,0,Open field/multi-purpose play area,,,,,Brooklyn
06/07/2020 01:19:00 PM,Q099,DEP,Social distancing (groups of 3 or more),Social Distancing,12,11,Soccer field,,,,,Queens
06/07/2020 01:21:00 PM,Q004,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/06/2020 01:05:00 PM,Q163,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,3,true,true,Queens
06/07/2020 01:20:00 PM,B082,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/07/2020 01:15:00 PM,Q008,DEP,Social distancing (groups of 3 or more),Social Distancing,4,0,Walking path,,,,,Queens
06/07/2020 01:15:00 PM,B073,DEP,Social distancing (groups of 3 or more),Social Distancing,0,16,Open field/multi-purpose play area,,,,,Brooklyn
06/07/2020 01:00:00 PM,R106,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Bocce court,8,true,false,Staten Island
06/07/2020 12:07:00 PM,Q102-03,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Adult fitness equipment,3,true,false,Queens
06/07/2020 01:12:00 PM,Q102-02,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 01:00:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/07/2020 01:10:00 PM,X039,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,6,true,true,Bronx
06/07/2020 01:09:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 01:07:00 PM,M010,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
06/07/2020 01:00:00 PM,X039,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
05/07/2020 01:10:00 PM,X039,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,6,true,true,Bronx
06/07/2020 01:05:00 PM,Q448-01,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:56:00 PM,Q099,DEP,Social distancing (groups of 3 or more),Social Distancing,12,12,Soccer field,,,,,Queens
05/07/2020 11:50:00 AM,X039,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/07/2020 01:05:00 PM,Q001-99,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 01:04:00 PM,Q004,DOB,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 01:02:00 PM,X118,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/07/2020 12:45:00 PM,Q001,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 01:00:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:48:00 PM,Q099,DEP,Social distancing (groups of 3 or more),Social Distancing,17,17,Open field/multi-purpose play area,,,,,Queens
06/07/2020 12:55:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:55:00 PM,Q024,DEP,Social distancing (groups of 3 or more),Social Distancing,4,0,Track/field area,,,,,Queens
06/07/2020 12:52:00 PM,M010,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
06/07/2020 12:55:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:50:00 PM,Q024,DEP,Social distancing (groups of 3 or more),Social Distancing,5,0,Open field/multi-purpose play area,,,,,Queens
06/07/2020 12:54:00 PM,Q020,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:54:00 PM,Q004,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/06/2020 03:38:00 AM,Q024,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:52:00 PM,M010,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
06/07/2020 12:45:00 PM,Q099,DEP,Social distancing (groups of 3 or more),Social Distancing,16,16,Open field/multi-purpose play area,,,,,Queens
06/07/2020 12:55:00 PM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:45:00 PM,Q458,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:30:00 PM,X092-09,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/07/2020 12:45:00 PM,Q001,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:45:00 PM,Q001,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:41:00 PM,Q015,DEP,Social distancing (groups of 3 or more),Social Distancing,7,0,Walking path,,,,,Queens
06/06/2020 12:00:00 PM,B058,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/07/2020 12:41:00 PM,Q015,DEP,Social distancing (groups of 3 or more),Social Distancing,7,0,Walking path,,,,,Queens
06/07/2020 12:34:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/07/2020 12:30:00 PM,B018,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/06/2020 12:30:00 PM,Q163,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:34:00 PM,B073,DEP,Social distancing (groups of 3 or more),Social Distancing,22,22,Open field/multi-purpose play area,,,,,Brooklyn
06/07/2020 12:15:00 PM,Q099,DEP,Social distancing (groups of 3 or more),Social Distancing,19,0,Open field/multi-purpose play area,,,,,Queens
06/07/2020 11:34:00 AM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:30:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:32:00 PM,Q099,DEP,Social distancing (groups of 3 or more),Social Distancing,0,30,Open field/multi-purpose play area,,,,,Queens
06/07/2020 12:33:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:30:00 PM,B018,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/07/2020 12:32:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:31:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/07/2020 12:15:00 PM,Q448,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:01:00 PM,R031,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
06/07/2020 12:30:00 PM,Q102-03,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:27:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:25:00 PM,Q015,DEP,Social distancing (groups of 3 or more),Social Distancing,4,2,Walking path,,,,,Queens
06/07/2020 12:10:00 PM,Q015-03,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 11:40:00 AM,Q015-09,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:15:00 PM,R106,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
06/07/2020 11:30:00 AM,R031,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
06/07/2020 12:15:00 AM,Q099,DEP,Social distancing (groups of 3 or more),Social Distancing,5,14,Soccer field,,,,,Queens
06/07/2020 12:15:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/07/2020 12:12:00 AM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/07/2020 12:12:00 PM,Q448-01,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:12:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:13:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:15:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:13:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:10:00 PM,B073-20,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Adult fitness equipment,5,true,true,Brooklyn
06/07/2020 12:10:00 PM,Q004,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:00:00 PM,X039,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/07/2020 12:05:00 PM,Q099,DEP,Social distancing (groups of 3 or more),Social Distancing,0,5,Open field/multi-purpose play area,,,,,Queens
06/07/2020 12:00:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/07/2020 12:00:00 PM,Q458,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 11:30:00 AM,X150L,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/07/2020 12:05:00 PM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:00:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/06/2020 12:00:00 PM,Q162I,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:02:00 AM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 12:00:00 PM,Q015,DEP,Social distancing (groups of 3 or more),Social Distancing,5,1,Walking path,,,,,Queens
06/07/2020 12:01:00 PM,Q015,DEP,Social distancing (groups of 3 or more),Social Distancing,5,1,Walking path,,,,,Queens
06/07/2020 12:00:00 PM,Q001-99,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 11:55:00 AM,Q458,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/07/2020 11:53:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
